trade_in_id,customer_id,new_vehicle_id,trade_in_date,trade_in_brand,trade_in_model,trade_in_year,trade_in_mileage,trade_in_value,location
TRD-01484,CUS-03545,VEH-04327,2025-10-06,Maruti Suzuki,Swift,2014,125868,112000,Delhi
TRD-01485,CUS-02160,VEH-02110,2025-11-30,Hyundai,Venue,2020,59670,268000,Gurgaon
TRD-01486,CUS-01562,VEH-03757,2026-04-21,Toyota,Innova,2014,123267,45000,Gurgaon
TRD-01487,CUS-04193,VEH-03655,2026-05-14,Renault,Kwid,2016,125496,45000,Chennai
TRD-01488,CUS-03220,VEH-00430,2026-01-18,Tata,Nexon,2020,86833,112000,Mumbai
TRD-01489,CUS-03006,VEH-01381,2026-12-18,Tata,Tiago,2018,44130,159000,Bengaluru
TRD-01490,CUS-02949,VEH-03095,2026-12-17,Tata,Tiago,2014,58283,146000,Chennai
TRD-01491,CUS-02200,VEH-03254,2026-08-18,Maruti Suzuki,Dzire,2013,64000,116000,Gurgaon
TRD-01492,CUS-01065,VEH-04029,2025-08-05,Renault,Kwid,2020,29151,351000,Pune
TRD-01493,CUS-04618,VEH-04949,2025-12-16,Maruti Suzuki,Dzire,2018,38559,304000,Mumbai
TRD-01494,CUS-01402,VEH-00048,2026-03-03,Hyundai,Venue,2018,140212,78000,Delhi
TRD-01495,CUS-00932,VEH-03019,2025-12-24,Hyundai,Creta,2023,82912,158000,Gurgaon
TRD-01496,CUS-00070,VEH-02987,2026-11-12,Ford,EcoSport,2022,46246,218000,Pune
TRD-01497,CUS-00658,VEH-01451,2025-10-25,Tata,Nexon,2018,72446,220000,Ahmedabad
TRD-01498,CUS-00738,VEH-01573,2025-10-24,Ford,EcoSport,2022,104638,317000,Ahmedabad
TRD-01499,CUS-01385,VEH-04140,2025-10-11,Tata,Nexon,2014,140645,99000,Chennai
TRD-01500,CUS-00568,VEH-02696,2026-12-06,Honda,City,2019,92645,129000,Hyderabad
TRD-01501,CUS-03279,VEH-02632,2025-12-09,Tata,Nexon,2022,134624,310000,Delhi
TRD-01502,CUS-02077,VEH-04424,2026-12-17,Mahindra,XUV500,2019,31434,328000,Gurgaon
TRD-01503,CUS-01022,VEH-01322,2026-02-11,Maruti Suzuki,Dzire,2022,53084,400000,Mumbai
TRD-01504,CUS-03523,VEH-00761,2026-10-30,Tata,Tiago,2021,36473,427000,Mumbai
TRD-01505,CUS-02503,VEH-01578,2025-10-04,Hyundai,Creta,2017,108682,109000,Chennai
TRD-01506,CUS-04435,VEH-03897,2026-12-20,Hyundai,i20,2021,83897,117000,Pune
TRD-01507,CUS-00841,VEH-04035,2025-05-13,Hyundai,Venue,2016,117413,92000,Bengaluru
TRD-01508,CUS-03907,VEH-01793,2025-07-29,Hyundai,Venue,2016,62711,84000,Pune
TRD-01509,CUS-04285,VEH-03659,2025-08-30,Tata,Tiago,2013,144362,90000,Pune
TRD-01510,CUS-02500,VEH-02648,2026-11-19,Hyundai,Creta,2014,130393,45000,Gurgaon
TRD-01511,CUS-04985,VEH-01895,2025-12-18,Toyota,Innova,2021,61679,332000,Ahmedabad
TRD-01512,CUS-04428,VEH-04744,2025-07-30,Kia,Seltos,2012,77106,116000,Chennai
TRD-01513,CUS-03623,VEH-03404,2025-02-16,Mahindra,XUV500,2018,105486,128000,Chennai
TRD-01514,CUS-00719,VEH-00924,2026-07-16,Maruti Suzuki,Dzire,2015,30739,113000,Ahmedabad
TRD-01515,CUS-00398,VEH-03116,2026-03-16,Honda,Amaze,2015,90553,72000,Gurgaon
TRD-01516,CUS-04073,VEH-03878,2026-03-16,Honda,City,2014,63715,45000,Chennai
TRD-01517,CUS-00768,VEH-00511,2026-04-04,Honda,Amaze,2015,49860,62000,Delhi
TRD-01518,CUS-03378,VEH-01112,2026-12-03,Maruti Suzuki,Swift,2013,39036,108000,Mumbai
TRD-01519,CUS-01874,VEH-02163,2026-12-16,Ford,EcoSport,2018,77133,90000,Hyderabad
TRD-01520,CUS-01255,VEH-02139,2025-11-30,Kia,Seltos,2022,97338,391000,Ahmedabad
TRD-01521,CUS-02312,VEH-03646,2025-03-23,Hyundai,Venue,2013,110128,45000,Delhi
TRD-01522,CUS-04715,VEH-01789,2025-07-21,Hyundai,Creta,2022,113099,289000,Pune
TRD-01523,CUS-04138,VEH-02188,2025-10-11,Hyundai,i20,2012,26778,89000,Gurgaon
TRD-01524,CUS-03547,VEH-02629,2025-07-08,Honda,Amaze,2016,66614,100000,Delhi
TRD-01525,CUS-02616,VEH-02203,2026-11-22,Toyota,Innova,2019,98750,179000,Delhi
TRD-01526,CUS-03059,VEH-04186,2025-09-16,Tata,Nexon,2015,72965,101000,Mumbai
TRD-01527,CUS-02337,VEH-03350,2026-11-24,Kia,Seltos,2020,132865,89000,Chennai
TRD-01528,CUS-01246,VEH-00495,2026-05-19,Hyundai,Venue,2014,120758,106000,Pune
TRD-01529,CUS-03745,VEH-02118,2025-04-21,Kia,Seltos,2014,101068,95000,Bengaluru
TRD-01530,CUS-02504,VEH-03014,2025-12-12,Renault,Kwid,2012,54012,107000,Bengaluru
TRD-01531,CUS-04830,VEH-03244,2026-10-02,Hyundai,i20,2021,97931,133000,Delhi
TRD-01532,CUS-04979,VEH-00406,2025-08-14,Toyota,Innova,2014,52911,100000,Bengaluru
TRD-01533,CUS-02447,VEH-01958,2026-01-13,Hyundai,Venue,2022,117773,115000,Mumbai
TRD-01534,CUS-01366,VEH-00745,2026-01-27,Mahindra,XUV500,2019,88974,105000,Pune
TRD-01535,CUS-00012,VEH-01828,2026-12-17,Ford,EcoSport,2015,83881,65000,Pune
TRD-01536,CUS-03851,VEH-03079,2025-03-03,Maruti Suzuki,Dzire,2014,140034,62000,Hyderabad
TRD-01537,CUS-00896,VEH-00959,2026-12-16,Ford,EcoSport,2021,98634,210000,Delhi
TRD-01538,CUS-03756,VEH-04532,2026-01-23,Toyota,Innova,2021,133384,127000,Hyderabad
TRD-01539,CUS-04688,VEH-00695,2025-02-09,Maruti Suzuki,Swift,2022,142601,303000,Bengaluru
TRD-01540,CUS-01005,VEH-03505,2025-11-11,Tata,Tiago,2018,28305,107000,Mumbai
TRD-01541,CUS-02754,VEH-02264,2026-06-23,Ford,EcoSport,2022,68888,139000,Delhi
TRD-01542,CUS-03292,VEH-03781,2025-04-27,Maruti Suzuki,Swift,2016,113340,45000,Gurgaon
TRD-01543,CUS-01120,VEH-00042,2026-12-18,Honda,Amaze,2022,109355,314000,Mumbai
TRD-01544,CUS-03894,VEH-03540,2026-07-23,Maruti Suzuki,Dzire,2023,118766,180000,Chennai
TRD-01545,CUS-04491,VEH-02891,2026-12-19,Honda,City,2015,138278,87000,Gurgaon
TRD-01546,CUS-02904,VEH-03194,2026-06-20,Honda,Amaze,2019,52339,191000,Mumbai
TRD-01547,CUS-01797,VEH-03181,2025-09-09,Maruti Suzuki,Dzire,2023,133652,184000,Chennai
TRD-01548,CUS-01419,VEH-00037,2025-02-03,Honda,Amaze,2016,93276,80000,Mumbai
TRD-01549,CUS-04800,VEH-01724,2026-04-05,Renault,Kwid,2022,80125,179000,Chennai
TRD-01550,CUS-00318,VEH-02603,2026-04-06,Toyota,Innova,2021,122769,106000,Ahmedabad
TRD-01551,CUS-04871,VEH-02674,2025-01-26,Honda,City,2013,82239,100000,Bengaluru
TRD-01552,CUS-04349,VEH-01304,2026-12-18,Kia,Seltos,2014,20368,109000,Pune
TRD-01553,CUS-03604,VEH-04666,2026-03-30,Hyundai,Creta,2022,44736,148000,Mumbai
TRD-01554,CUS-00689,VEH-02825,2025-04-12,Kia,Seltos,2012,134634,102000,Bengaluru
TRD-01555,CUS-00747,VEH-01700,2026-11-25,Maruti Suzuki,Swift,2013,117132,90000,Gurgaon
TRD-01556,CUS-04191,VEH-03989,2025-04-09,Toyota,Innova,2022,46401,143000,Bengaluru
TRD-01557,CUS-02439,VEH-01992,2026-05-16,Kia,Seltos,2018,56271,217000,Gurgaon
TRD-01558,CUS-00969,VEH-02079,2026-09-22,Honda,Amaze,2022,128707,252000,Delhi
TRD-01559,CUS-01829,VEH-04065,2026-03-13,Tata,Tiago,2015,34528,45000,Bengaluru
TRD-01560,CUS-01542,VEH-00942,2026-07-25,Toyota,Innova,2021,72270,161000,Delhi
TRD-01561,CUS-00848,VEH-00941,2026-12-20,Honda,Amaze,2015,123394,83000,Gurgaon
TRD-01562,CUS-01935,VEH-00247,2025-10-27,Renault,Kwid,2017,144514,102000,Mumbai
TRD-01563,CUS-02321,VEH-01368,2026-10-09,Mahindra,XUV500,2020,89668,101000,Gurgaon
TRD-01564,CUS-03671,VEH-00528,2025-04-25,Honda,City,2021,82940,246000,Delhi
TRD-01565,CUS-02832,VEH-03451,2025-12-02,Hyundai,Creta,2023,61314,392000,Pune
TRD-01566,CUS-02457,VEH-00541,2026-08-12,Maruti Suzuki,Dzire,2022,71021,230000,Chennai
TRD-01567,CUS-03696,VEH-01775,2025-07-28,Honda,City,2012,128545,106000,Chennai
TRD-01568,CUS-01281,VEH-00065,2025-12-17,Mahindra,XUV500,2016,31073,118000,Chennai
TRD-01569,CUS-02646,VEH-01292,2026-11-20,Honda,Amaze,2015,92292,45000,Delhi
TRD-01570,CUS-04438,VEH-00100,2026-07-30,Mahindra,XUV500,2021,27646,389000,Mumbai
TRD-01571,CUS-00545,VEH-00014,2026-10-11,Tata,Tiago,2019,108075,183000,Hyderabad
TRD-01572,CUS-01078,VEH-00220,2026-02-15,Hyundai,Creta,2017,106663,150000,Bengaluru
TRD-01573,CUS-00139,VEH-04311,2025-02-21,Ford,EcoSport,2012,52230,99000,Chennai
TRD-01574,CUS-02958,VEH-03994,2026-01-05,Hyundai,i20,2021,19836,467000,Hyderabad
TRD-01575,CUS-01520,VEH-00810,2025-05-30,Mahindra,XUV500,2022,87610,194000,Pune
TRD-01576,CUS-02520,VEH-02106,2025-07-18,Renault,Kwid,2020,126585,280000,Pune
TRD-01577,CUS-03240,VEH-02944,2026-01-15,Hyundai,Venue,2021,111723,96000,Bengaluru
TRD-01578,CUS-04098,VEH-04691,2026-09-24,Maruti Suzuki,Swift,2015,77270,79000,Delhi
TRD-01579,CUS-02701,VEH-01225,2025-05-07,Hyundai,i20,2012,66263,113000,Chennai
TRD-01580,CUS-04510,VEH-03531,2025-06-04,Ford,EcoSport,2016,86073,102000,Ahmedabad
TRD-01581,CUS-03176,VEH-04544,2025-10-11,Tata,Tiago,2016,86223,68000,Mumbai
TRD-01582,CUS-02347,VEH-03374,2026-06-25,Honda,City,2012,112739,87000,Ahmedabad
TRD-01583,CUS-02787,VEH-02762,2026-08-01,Maruti Suzuki,Dzire,2016,19868,72000,Bengaluru
TRD-01584,CUS-01098,VEH-01560,2025-12-12,Ford,EcoSport,2013,90555,82000,Delhi
TRD-01585,CUS-04680,VEH-00152,2025-03-22,Ford,EcoSport,2018,27825,94000,Pune
TRD-01586,CUS-01553,VEH-03693,2025-08-20,Maruti Suzuki,Swift,2012,144922,118000,Delhi
TRD-01587,CUS-04719,VEH-04037,2026-09-16,Honda,City,2023,104136,185000,Chennai
TRD-01588,CUS-02990,VEH-04392,2026-12-12,Mahindra,XUV500,2016,84366,50000,Bengaluru
TRD-01589,CUS-03050,VEH-04139,2026-08-24,Kia,Seltos,2016,106917,71000,Gurgaon
TRD-01590,CUS-02153,VEH-04247,2026-11-16,Hyundai,Venue,2023,92997,215000,Bengaluru
TRD-01591,CUS-04572,VEH-03178,2025-06-12,Honda,Amaze,2018,28265,203000,Bengaluru
TRD-01592,CUS-03421,VEH-01385,2025-05-23,Maruti Suzuki,Dzire,2014,104922,89000,Gurgaon
TRD-01593,CUS-00537,VEH-03673,2026-11-15,Toyota,Innova,2012,98236,55000,Chennai
TRD-01594,CUS-00965,VEH-04443,2026-01-29,Hyundai,i20,2021,51521,455000,Pune
TRD-01595,CUS-03454,VEH-01515,2025-08-23,Renault,Kwid,2018,32364,123000,Chennai
TRD-01596,CUS-01172,VEH-01227,2025-05-11,Toyota,Innova,2016,85516,83000,Bengaluru
TRD-01597,CUS-02259,VEH-03901,2025-04-24,Ford,EcoSport,2012,96500,105000,Ahmedabad
TRD-01598,CUS-04482,VEH-00563,2026-12-20,Hyundai,i20,2022,71913,182000,Ahmedabad
TRD-01599,CUS-01910,VEH-00774,2025-08-22,Toyota,Innova,2018,111631,152000,Ahmedabad
TRD-01600,CUS-00435,VEH-03428,2025-10-10,Ford,EcoSport,2022,25909,187000,Hyderabad
TRD-01601,CUS-00215,VEH-03869,2025-06-15,Maruti Suzuki,Dzire,2014,111009,70000,Ahmedabad
TRD-01602,CUS-03647,VEH-01079,2025-03-06,Maruti Suzuki,Swift,2013,73019,104000,Delhi
TRD-01603,CUS-01590,VEH-03759,2025-06-19,Honda,Amaze,2022,69143,252000,Hyderabad
TRD-01604,CUS-01890,VEH-00778,2026-10-27,Hyundai,Creta,2023,102821,325000,Mumbai
TRD-01605,CUS-02162,VEH-03394,2025-11-17,Maruti Suzuki,Dzire,2016,49568,142000,Bengaluru
TRD-01606,CUS-04745,VEH-02690,2026-08-05,Tata,Nexon,2014,40965,45000,Delhi
TRD-01607,CUS-00261,VEH-02415,2026-05-21,Ford,EcoSport,2019,52581,121000,Pune
TRD-01608,CUS-03593,VEH-00843,2026-04-16,Honda,Amaze,2015,85166,45000,Gurgaon
TRD-01609,CUS-00102,VEH-00509,2025-05-20,Kia,Seltos,2017,18971,171000,Mumbai
TRD-01610,CUS-02947,VEH-00640,2026-01-09,Hyundai,i20,2020,102027,261000,Ahmedabad
TRD-01611,CUS-04054,VEH-02345,2025-04-03,Tata,Nexon,2014,61431,122000,Ahmedabad
TRD-01612,CUS-00375,VEH-04550,2025-01-29,Maruti Suzuki,Swift,2023,83788,247000,Mumbai
TRD-01613,CUS-03886,VEH-01131,2025-12-20,Maruti Suzuki,Dzire,2012,127140,45000,Ahmedabad
TRD-01614,CUS-03055,VEH-02011,2026-01-17,Honda,Amaze,2023,78367,490000,Chennai
TRD-01615,CUS-02013,VEH-03096,2025-07-27,Ford,EcoSport,2013,66906,92000,Bengaluru
TRD-01616,CUS-03314,VEH-03175,2026-04-24,Honda,City,2021,64830,197000,Gurgaon
TRD-01617,CUS-02108,VEH-04261,2025-12-01,Honda,City,2015,100171,48000,Pune
TRD-01618,CUS-03608,VEH-00423,2026-01-23,Tata,Tiago,2015,34805,115000,Mumbai
TRD-01619,CUS-04972,VEH-04039,2025-04-02,Hyundai,i20,2016,119827,157000,Ahmedabad
TRD-01620,CUS-02890,VEH-01439,2026-12-16,Mahindra,XUV500,2014,92255,45000,Hyderabad
TRD-01621,CUS-00787,VEH-02811,2026-01-10,Maruti Suzuki,Swift,2014,98900,130000,Delhi
TRD-01622,CUS-04640,VEH-04146,2025-03-30,Tata,Nexon,2017,119572,118000,Gurgaon
TRD-01623,CUS-03643,VEH-00804,2025-06-01,Hyundai,i20,2012,58942,152000,Hyderabad
TRD-01624,CUS-02323,VEH-03241,2026-06-06,Hyundai,Creta,2013,50011,106000,Bengaluru
TRD-01625,CUS-02780,VEH-03007,2026-02-06,Honda,Amaze,2018,35981,183000,Hyderabad
TRD-01626,CUS-00183,VEH-03981,2025-06-13,Maruti Suzuki,Swift,2015,25924,109000,Pune
TRD-01627,CUS-02954,VEH-01214,2026-05-25,Toyota,Innova,2013,46784,45000,Hyderabad
TRD-01628,CUS-00076,VEH-01297,2025-11-16,Maruti Suzuki,Dzire,2013,45647,104000,Bengaluru
TRD-01629,CUS-04860,VEH-02621,2025-07-28,Tata,Nexon,2016,127161,71000,Pune
TRD-01630,CUS-01463,VEH-04386,2025-06-14,Hyundai,Venue,2019,102173,262000,Delhi
TRD-01631,CUS-01198,VEH-03500,2025-04-10,Mahindra,XUV500,2012,144422,85000,Delhi
TRD-01632,CUS-04071,VEH-03729,2026-05-12,Kia,Seltos,2014,114860,116000,Gurgaon
TRD-01633,CUS-01059,VEH-00175,2026-11-03,Maruti Suzuki,Swift,2022,34631,169000,Mumbai
TRD-01634,CUS-02579,VEH-01664,2025-11-03,Ford,EcoSport,2016,91841,153000,Hyderabad
TRD-01635,CUS-03827,VEH-01991,2026-11-01,Mahindra,XUV500,2019,98291,287000,Mumbai
TRD-01636,CUS-03746,VEH-02155,2025-03-02,Honda,Amaze,2018,106061,202000,Bengaluru
TRD-01637,CUS-02166,VEH-00875,2026-08-05,Honda,City,2013,26341,119000,Delhi
TRD-01638,CUS-03502,VEH-03054,2025-09-21,Maruti Suzuki,Swift,2019,108569,177000,Gurgaon
TRD-01639,CUS-00961,VEH-03423,2026-05-06,Tata,Nexon,2019,40006,307000,Bengaluru
TRD-01640,CUS-02031,VEH-01928,2026-03-15,Hyundai,Venue,2015,92021,127000,Hyderabad
TRD-01641,CUS-00903,VEH-02257,2026-11-26,Maruti Suzuki,Swift,2019,32835,242000,Delhi
TRD-01642,CUS-03943,VEH-01702,2025-07-04,Tata,Tiago,2017,24255,137000,Ahmedabad
TRD-01643,CUS-04141,VEH-01165,2026-02-04,Hyundai,i20,2012,30471,72000,Mumbai
TRD-01644,CUS-01742,VEH-01119,2026-07-20,Toyota,Innova,2019,124765,155000,Delhi
TRD-01645,CUS-01190,VEH-01073,2025-07-04,Ford,EcoSport,2017,140150,100000,Chennai
TRD-01646,CUS-04487,VEH-01261,2026-10-13,Ford,EcoSport,2014,45555,59000,Pune
TRD-01647,CUS-02945,VEH-03140,2026-08-27,Renault,Kwid,2016,48447,89000,Gurgaon
TRD-01648,CUS-01643,VEH-00807,2025-08-15,Tata,Nexon,2013,74541,121000,Pune
TRD-01649,CUS-01667,VEH-00133,2026-11-09,Honda,City,2018,94312,81000,Delhi
TRD-01650,CUS-00335,VEH-01113,2025-05-02,Maruti Suzuki,Dzire,2021,87081,303000,Hyderabad
TRD-01651,CUS-04586,VEH-04106,2025-05-12,Renault,Kwid,2013,33427,153000,Gurgaon
TRD-01652,CUS-02073,VEH-03718,2026-03-21,Hyundai,Creta,2019,34827,123000,Ahmedabad
TRD-01653,CUS-03813,VEH-03799,2026-12-18,Hyundai,Venue,2019,33392,289000,Ahmedabad
TRD-01654,CUS-00748,VEH-00138,2025-05-16,Hyundai,Creta,2018,19371,264000,Delhi
TRD-01655,CUS-00852,VEH-02921,2026-05-05,Honda,City,2014,45555,80000,Ahmedabad
TRD-01656,CUS-04481,VEH-04197,2026-01-18,Ford,EcoSport,2016,62422,124000,Chennai
TRD-01657,CUS-02740,VEH-01717,2026-01-21,Ford,EcoSport,2021,129499,265000,Delhi
TRD-01658,CUS-04861,VEH-00796,2026-06-19,Honda,City,2019,102797,241000,Pune
TRD-01659,CUS-01946,VEH-00962,2025-09-08,Maruti Suzuki,Swift,2020,105825,232000,Delhi
TRD-01660,CUS-02379,VEH-04944,2026-07-30,Tata,Tiago,2022,26582,505000,Hyderabad
TRD-01661,CUS-04954,VEH-01019,2026-11-15,Hyundai,Creta,2016,100854,89000,Hyderabad
TRD-01662,CUS-03988,VEH-02423,2026-06-09,Hyundai,i20,2023,81877,480000,Chennai
TRD-01663,CUS-03466,VEH-03854,2026-08-10,Hyundai,i20,2016,58218,192000,Gurgaon
TRD-01664,CUS-01409,VEH-03724,2025-09-17,Kia,Seltos,2015,71217,129000,Chennai
TRD-01665,CUS-00401,VEH-00070,2025-06-10,Honda,City,2016,88612,157000,Delhi
TRD-01666,CUS-04206,VEH-01988,2025-03-09,Hyundai,Creta,2020,27964,145000,Mumbai
TRD-01667,CUS-03550,VEH-00414,2025-10-27,Hyundai,Creta,2014,114970,102000,Chennai
TRD-01668,CUS-00746,VEH-02032,2026-04-28,Honda,City,2019,78771,262000,Hyderabad
TRD-01669,CUS-01340,VEH-02236,2025-12-16,Hyundai,Creta,2023,56231,246000,Hyderabad
TRD-01670,CUS-01680,VEH-03545,2025-03-11,Tata,Tiago,2015,108651,47000,Hyderabad
TRD-01671,CUS-00419,VEH-02991,2025-10-29,Toyota,Innova,2020,31704,357000,Pune
TRD-01672,CUS-00186,VEH-03993,2025-09-08,Tata,Tiago,2017,130061,85000,Delhi
TRD-01673,CUS-02578,VEH-04384,2026-10-23,Renault,Kwid,2017,54344,199000,Chennai
TRD-01674,CUS-03122,VEH-02268,2026-01-29,Mahindra,XUV500,2019,96272,93000,Hyderabad
TRD-01675,CUS-02070,VEH-02370,2025-12-06,Kia,Seltos,2023,25999,508000,Gurgaon
TRD-01676,CUS-02837,VEH-00538,2025-09-28,Mahindra,XUV500,2012,127107,84000,Delhi
TRD-01677,CUS-04388,VEH-04265,2026-03-27,Hyundai,Venue,2012,20583,151000,Mumbai
TRD-01678,CUS-03868,VEH-01620,2026-03-12,Hyundai,Venue,2013,119741,45000,Pune
TRD-01679,CUS-04252,VEH-03368,2026-10-14,Hyundai,i20,2017,95037,93000,Mumbai
TRD-01680,CUS-02217,VEH-04896,2025-10-19,Kia,Seltos,2022,90642,348000,Hyderabad
TRD-01681,CUS-00947,VEH-01154,2025-06-30,Hyundai,i20,2016,24850,169000,Hyderabad
TRD-01682,CUS-04599,VEH-04351,2025-08-09,Honda,Amaze,2022,137944,284000,Ahmedabad
TRD-01683,CUS-02892,VEH-02927,2026-12-18,Maruti Suzuki,Dzire,2019,79491,234000,Hyderabad
TRD-01684,CUS-04431,VEH-02235,2025-06-11,Hyundai,i20,2022,70894,215000,Bengaluru
TRD-01685,CUS-00531,VEH-03833,2025-04-25,Ford,EcoSport,2016,46315,150000,Pune
TRD-01686,CUS-04741,VEH-03187,2026-11-04,Hyundai,i20,2020,115571,123000,Gurgaon
TRD-01687,CUS-00159,VEH-03453,2026-11-27,Hyundai,i20,2012,54071,45000,Pune
TRD-01688,CUS-02886,VEH-00940,2025-06-01,Tata,Nexon,2016,136556,113000,Delhi
TRD-01689,CUS-04751,VEH-04933,2026-07-25,Hyundai,i20,2018,62624,96000,Delhi
TRD-01690,CUS-00111,VEH-04917,2026-05-20,Mahindra,XUV500,2013,112919,109000,Delhi
TRD-01691,CUS-02591,VEH-04192,2026-05-20,Maruti Suzuki,Swift,2021,71896,229000,Mumbai
TRD-01692,CUS-04799,VEH-04633,2025-04-17,Honda,Amaze,2012,25201,94000,Gurgaon
TRD-01693,CUS-02980,VEH-01471,2026-03-31,Hyundai,i20,2013,114306,80000,Delhi
TRD-01694,CUS-03266,VEH-04922,2025-04-10,Toyota,Innova,2021,43575,157000,Mumbai
TRD-01695,CUS-02140,VEH-03995,2026-12-17,Honda,Amaze,2023,18140,429000,Hyderabad
TRD-01696,CUS-03939,VEH-00320,2025-04-04,Maruti Suzuki,Swift,2018,135124,197000,Bengaluru
TRD-01697,CUS-00807,VEH-00670,2025-10-20,Maruti Suzuki,Dzire,2022,112478,212000,Mumbai
TRD-01698,CUS-01336,VEH-00677,2026-10-24,Honda,Amaze,2014,46497,97000,Mumbai
TRD-01699,CUS-00127,VEH-00270,2026-02-16,Kia,Seltos,2016,27462,62000,Bengaluru
TRD-01700,CUS-02377,VEH-00387,2025-10-16,Renault,Kwid,2012,122171,45000,Gurgaon
TRD-01701,CUS-00446,VEH-01056,2025-11-04,Tata,Nexon,2019,70941,197000,Mumbai
TRD-01702,CUS-02743,VEH-00765,2026-08-25,Renault,Kwid,2018,36845,165000,Chennai
TRD-01703,CUS-04884,VEH-04314,2026-01-11,Maruti Suzuki,Dzire,2017,33704,188000,Bengaluru
TRD-01704,CUS-03124,VEH-01349,2026-06-12,Maruti Suzuki,Dzire,2021,67323,211000,Gurgaon
TRD-01705,CUS-04303,VEH-03882,2026-03-28,Tata,Nexon,2012,62213,114000,Delhi
TRD-01706,CUS-04391,VEH-04346,2025-03-29,Maruti Suzuki,Dzire,2016,106964,106000,Hyderabad
TRD-01707,CUS-03909,VEH-04586,2025-08-26,Hyundai,i20,2012,82915,85000,Ahmedabad
TRD-01708,CUS-00653,VEH-04749,2026-02-06,Renault,Kwid,2022,23931,474000,Hyderabad
TRD-01709,CUS-02118,VEH-02246,2025-09-12,Hyundai,i20,2014,36796,147000,Bengaluru
TRD-01710,CUS-03092,VEH-00833,2025-07-30,Honda,City,2021,140051,263000,Gurgaon
TRD-01711,CUS-04334,VEH-04426,2026-12-16,Kia,Seltos,2015,114190,122000,Gurgaon
TRD-01712,CUS-02899,VEH-03589,2026-09-09,Hyundai,i20,2020,113370,78000,Bengaluru
TRD-01713,CUS-04862,VEH-01752,2025-09-14,Renault,Kwid,2018,134223,221000,Delhi
TRD-01714,CUS-03048,VEH-00979,2025-09-20,Hyundai,Creta,2020,25517,167000,Mumbai
TRD-01715,CUS-02324,VEH-01340,2025-10-23,Maruti Suzuki,Dzire,2015,22336,82000,Mumbai
TRD-01716,CUS-01430,VEH-00716,2026-09-23,Mahindra,XUV500,2021,37712,268000,Mumbai
TRD-01717,CUS-02715,VEH-04813,2025-01-27,Honda,Amaze,2014,37391,146000,Delhi
TRD-01718,CUS-03821,VEH-01077,2026-09-26,Tata,Tiago,2017,23798,177000,Bengaluru
TRD-01719,CUS-00904,VEH-03747,2026-06-05,Renault,Kwid,2020,123105,250000,Pune
TRD-01720,CUS-01756,VEH-03438,2026-10-23,Mahindra,XUV500,2014,52595,131000,Pune
TRD-01721,CUS-02424,VEH-02040,2025-12-26,Hyundai,Creta,2016,71708,124000,Chennai
TRD-01722,CUS-02058,VEH-02689,2025-10-12,Ford,EcoSport,2014,72803,113000,Pune
TRD-01723,CUS-02928,VEH-01125,2025-08-02,Honda,Amaze,2017,100706,81000,Bengaluru
TRD-01724,CUS-03600,VEH-00581,2025-05-30,Hyundai,Venue,2015,104335,97000,Chennai
TRD-01725,CUS-00485,VEH-04470,2025-05-25,Maruti Suzuki,Dzire,2016,105862,57000,Mumbai
TRD-01726,CUS-04723,VEH-01510,2025-03-17,Kia,Seltos,2023,117336,278000,Bengaluru
TRD-01727,CUS-03945,VEH-03057,2026-12-19,Tata,Nexon,2013,24613,138000,Bengaluru
TRD-01728,CUS-03797,VEH-00854,2026-10-15,Mahindra,XUV500,2022,103091,219000,Ahmedabad
TRD-01729,CUS-00420,VEH-02379,2026-02-08,Kia,Seltos,2023,23832,306000,Pune
TRD-01730,CUS-01245,VEH-01152,2026-09-27,Tata,Tiago,2019,131622,130000,Pune
TRD-01731,CUS-02675,VEH-02753,2026-05-22,Tata,Nexon,2019,139193,166000,Chennai
TRD-01732,CUS-03257,VEH-02583,2026-11-29,Honda,Amaze,2018,120041,145000,Mumbai
TRD-01733,CUS-04744,VEH-02202,2026-11-19,Toyota,Innova,2014,116698,95000,Ahmedabad
TRD-01734,CUS-01249,VEH-04829,2025-12-23,Renault,Kwid,2017,123971,46000,Hyderabad
TRD-01735,CUS-02934,VEH-00093,2025-10-07,Renault,Kwid,2017,132337,71000,Delhi
TRD-01736,CUS-00181,VEH-04309,2026-08-12,Maruti Suzuki,Swift,2018,59972,187000,Mumbai
TRD-01737,CUS-03527,VEH-01366,2026-07-15,Hyundai,i20,2014,106249,108000,Bengaluru
TRD-01738,CUS-04564,VEH-03284,2026-12-17,Renault,Kwid,2013,28084,156000,Chennai
TRD-01739,CUS-01930,VEH-03024,2026-03-01,Honda,Amaze,2013,41554,79000,Gurgaon
TRD-01740,CUS-03780,VEH-03983,2026-02-11,Mahindra,XUV500,2019,41402,133000,Chennai
TRD-01741,CUS-02196,VEH-04527,2026-07-17,Tata,Nexon,2021,56164,216000,Mumbai
TRD-01742,CUS-04418,VEH-00347,2026-02-02,Hyundai,i20,2021,36616,285000,Delhi
TRD-01743,CUS-04826,VEH-03840,2026-05-01,Hyundai,Creta,2016,27265,193000,Bengaluru
TRD-01744,CUS-02199,VEH-01533,2025-06-24,Honda,Amaze,2019,144700,96000,Gurgaon
TRD-01745,CUS-02122,VEH-01595,2025-10-08,Honda,Amaze,2022,81512,215000,Ahmedabad
